jdtdb,calendar,x,y,z,lt,rg,rr
2459608.500000000,A.D. 2022-Jan-29 00:00:00.0000,4.434778296089723E+09,-5.988075544225504E+08,-8.987907949320465E+07,1.493007972140636E+04,4.475925297816366E+09,-3.433858414277770E-02
2459609.500000000,A.D. 2022-Jan-30 00:00:00.0000,4.434838437083546E+09,-5.983381026026251E+08,-8.989012330751273E+07,1.493006981368933E+04,4.475922327557526E+09,-3.441757127471236E-02
2459610.500000000,A.D. 2022-Jan-31 00:00:00.0000,4.434898521655748E+09,-5.978686439044955E+08,-8.990116139261916E+07,1.493005988306626E+04,4.475919350431627E+09,-3.449754523792983E-02
2459611.500000000,A.D. 2022-Feb-01 00:00:00.0000,4.434958549660763E+09,-5.973991787308593E+08,-8.991219399828321E+07,1.493004992925152E+04,4.475916366353038E+09,-3.457851460780711E-02
2459612.500000000,A.D. 2022-Feb-02 00:00:00.0000,4.435018520952454E+09,-5.969297074845973E+08,-8.992322137424400E+07,1.493003995195707E+04,4.475913375235412E+09,-3.466048713030432E-02
2459613.500000000,A.D. 2022-Feb-03 00:00:00.0000,4.435078435384193E+09,-5.964602305687879E+08,-8.993424377022767E+07,1.493002995089279E+04,4.475910376991769E+09,-3.474346982063437E-02
2459614.500000000,A.D. 2022-Feb-04 00:00:00.0000,4.435138292808917E+09,-5.959907483867120E+08,-8.994526143595290E+07,1.493001992576662E+04,4.475907371534551E+09,-3.482746906271415E-02
2459615.500000000,A.D. 2022-Feb-05 00:00:00.0000,4.435198093079173E+09,-5.955212613418492E+08,-8.995627462113509E+07,1.493000987628471E+04,4.475904358775669E+09,-3.491249070534531E-02
2459616.500000000,A.D. 2022-Feb-06 00:00:00.0000,4.435257836047173E+09,-5.950517698378714E+08,-8.996728357548979E+07,1.492999980215164E+04,4.475901338626554E+09,-3.499854015739474E-02
2459617.500000000,A.D. 2022-Feb-07 00:00:00.0000,4.435317521564819E+09,-5.945822742786306E+08,-8.997828854873437E+07,1.492998970307046E+04,4.475898310998185E+09,-3.508562246369008E-02
2459618.500000000,A.D. 2022-Feb-08 00:00:00.0000,4.435377149483741E+09,-5.941127750681460E+08,-8.998928979058999E+07,1.492997957874281E+04,4.475895275801110E+09,-3.517374237884352E-02
2459619.500000000,A.D. 2022-Feb-09 00:00:00.0000,4.435436719655315E+09,-5.936432726105899E+08,-9.000028755078235E+07,1.492996942886898E+04,4.475892232945487E+09,-3.526290442774879E-02
