jdtdb,calendar,x,y,z,lt,rg,rr
2461007.500000000,A.D. 2025-Nov-28 00:00:00.0000,-1.257380509799717E+07,4.498521469228388E+07,4.829558920557011E+06,1.566364837024169E+02,4.695843646162450E+07,4.771286733658918E+00
2461008.500000000,A.D. 2025-Nov-29 00:00:00.0000,-1.740481372742857E+07,4.379524648214610E+07,5.175409290789332E+06,1.581437196006996E+02,4.741029441635650E+07,5.675833216008664E+00
2461009.500000000,A.D. 2025-Nov-30 00:00:00.0000,-2.207441754419209E+07,4.219849961582677E+07,5.473212762889246E+06,1.599003895989403E+02,4.793693083302394E+07,6.500974606047575E+00
2461010.500000000,A.D. 2025-Dec-01 00:00:00.0000,-2.654592705176167E+07,4.022251297270931E+07,5.721854739766225E+06,1.618826252153061E+02,4.853119012078939E+07,7.240348689359596E+00
2461011.500000000,A.D. 2025-Dec-02 00:00:00.0000,-3.078780103445367E+07,3.789809356302561E+07,5.920959901702337E+06,1.640651186777980E+02,4.918548520047877E+07,7.890294093312742E+00
2461012.500000000,A.D. 2025-Dec-03 00:00:00.0000,-3.477377424851992E+07,3.525823966861325E+07,6.070815914568102E+06,1.664218646279192E+02,4.989201986174716E+07,8.449576590196468E+00
2461013.500000000,A.D. 2025-Dec-04 00:00:00.0000,-3.848276404794717E+07,3.233715406914246E+07,6.172284224046884E+06,1.689268089298246E+02,5.064298327116847E+07,8.919026884671757E+00
2461014.500000000,A.D. 2025-Dec-05 00:00:00.0000,-4.189860554876146E+07,2.916938534616100E+07,6.226705590328254E+06,1.715543863506805E+02,5.143071116475216E+07,9.301139201741581E+00
2461015.500000000,A.D. 2025-Dec-06 00:00:00.0000,-4.500966644071352E+07,2.578911625601343E+07,6.235806602944383E+06,1.742799418557251E+02,5.224781214902490E+07,9.599670774984409E+00
2461016.500000000,A.D. 2025-Dec-07 00:00:00.0000,-4.780838851139779E+07,2.222960250843789E+07,6.201611765223181E+06,1.770800401784368E+02,5.308726050783233E+07,9.819270814212210E+00
2461017.500000000,A.D. 2025-Dec-08 00:00:00.0000,-5.029079559907093E+07,1.852275387681010E+07,6.126364131284175E+06,1.799326749097843E+02,5.394245888571915E+07,9.965156262370698E+00
2461018.500000000,A.D. 2025-Dec-09 00:00:00.0000,-5.245599898913000E+07,1.469884234898040E+07,6.012456090631645E+06,1.828173919200669E+02,5.480727528886616E+07,1.004284218023378E+01
2461019.500000000,A.D. 2025-Dec-10 00:00:00.0000,-5.430572264790043E+07,1.078631838087909E+07,5.862370806634559E+06,1.857153431111780E+02,5.567605919961342E+07,1.005792755857580E+01
2461020.500000000,A.D. 2025-Dec-11 00:00:00.0000,-5.584386302921569E+07,6.811715372245835E+06,5.678634035730118E+06,1.886092860072828E+02,5.654364145374832E+07,1.001593273782515E+01
2461021.500000000,A.D. 2025-Dec-12 00:00:00.0000,-5.707609191507786E+07,2.799623370571290E+06,5.463775551187979E+06,1.914835431766493E+02,5.740532207547680E+07,9.922182039417741E+00
2461022.500000000,A.D. 2025-Dec-13 00:00:00.0000,-5.800950595128129E+07,-1.227285024299424E+06,5.220299115677138E+06,1.943239334533692E+02,5.825684965821399E+07,9.781724170873535E+00
2461023.500000000,A.D. 2025-Dec-14 00:00:00.0000,-5.865232309930820E+07,-5.248191110042860E+06,4.950659833452664E+06,1.971176847634710E+02,5.909439523051012E+07,9.599282957977307E+00
2461024.500000000,A.D. 2025-Dec-15 00:00:00.0000,-5.901362393359985E+07,-9.244040860119062E+06,4.657247713684404E+06,1.998533362908561E+02,5.991452292613635E+07,9.379231565768587E+00
2461025.500000000,A.D. 2025-Dec-16 00:00:00.0000,-5.910313432485272E+07,-1.319743956188279E+07,4.342376348703644E+06,2.025206358751098E+02,6.071415922472215E+07,9.125584284989067E+00
2461026.500000000,A.D. 2025-Dec-17 00:00:00.0000,-5.893104533360925E+07,-1.709253767618853E+07,4.008275722560551E+06,2.051104369714182E+02,6.149056206111553E+07,8.842000972135720E+00
2461027.500000000,A.D. 2025-Dec-18 00:00:00.0000,-5.850786589522403E+07,-2.091491343763603E+07,3.657088293553414E+06,2.076145982301574E+02,6.224129072010134E+07,8.531800210408761E+00
2461028.500000000,A.D. 2025-Dec-19 00:00:00.0000,-5.784430394810050E+07,-2.465145620370569E+07,3.290867624359911E+06,2.100258877497054E+02,6.296417713211628E+07,8.197978136502387E+00
2461029.500000000,A.D. 2025-Dec-20 00:00:00.0000,-5.695117192126416E+07,-2.829025335712907E+07,2.911578956016068E+06,2.123378932864829E+02,6.365729895489641E+07,7.843230625219386E+00
2461030.500000000,A.D. 2025-Dec-21 00:00:00.0000,-5.583931286762283E+07,-3.182048263033938E+07,2.521101232402420E+06,2.145449391324395E+02,6.431895465397444E+07,7.469977136068693E+00
2461031.500000000,A.D. 2025-Dec-22 00:00:00.0000,-5.451954394539446E+07,-3.523231101073331E+07,2.121230178096026E+06,2.166420099544563E+02,6.494764067030691E+07,7.080385012910522E+00
2461032.500000000,A.D. 2025-Dec-23 00:00:00.0000,-5.300261437253664E+07,-3.851680085895130E+07,1.713682114214109E+06,2.186246815985586E+02,6.554203067589923E+07,6.676393405460058E+00
2461033.500000000,A.D. 2025-Dec-24 00:00:00.0000,-5.129917538310785E+07,-4.166582349180480E+07,1.300098265040187E+06,2.204890586655700E+02,6.610095685945743E+07,6.259736268146992E+00
2461034.500000000,A.D. 2025-Dec-25 00:00:00.0000,-4.941976008653712E+07,-4.467198021457968E+07,8.820493641592897E+05,2.222317185401913E+02,6.662339314672813E+07,5.831964104967495E+00
2461035.500000000,A.D. 2025-Dec-26 00:00:00.0000,-4.737477146423770E+07,-4.752853060751675E+07,4.610404141174555E+05,2.238496614835808E+02,6.710844023863061E+07,5.394464284194279E+00
2461036.500000000,A.D. 2025-Dec-27 00:00:00.0000,-4.517447703106099E+07,-5.022932775678764E+07,3.851548985615000E+04,2.253402663656178E+02,6.755531234012328E+07,4.948479857400714E+00
2461037.500000000,A.D. 2025-Dec-28 00:00:00.0000,-4.282900894284714E+07,-5.276876005426045E+07,-3.841374951575920E+05,2.267012516059087E+02,6.796332545061181E+07,4.495126894080729E+00
2461038.500000000,A.D. 2025-Dec-29 00:00:00.0000,-4.034836854854643E+07,-5.514169915962625E+07,-8.055821187506504E+05,2.279306409038157E+02,6.833188709007025E+07,4.035410394883760E+00
2461039.500000000,A.D. 2025-Dec-30 00:00:00.0000,-3.774243456963634E+07,-5.734345371300187E+07,-1.224528917112928E+06,2.290267333611388E+02,6.866048734204639E+07,3.570238879917405E+00
2461040.500000000,A.D. 2025-Dec-31 00:00:00.0000,-3.502097424469138E+07,-5.936972839840756E+07,-1.639731017191555E+06,2.299880776320736E+02,6.894869110401413E+07,3.100437768913029E+00
2461041.500000000,A.D. 2026-Jan-01 00:00:00.0000,-3.219365690676167E+07,-6.121658798298460E+07,-2.049979952579837E+06,2.308134497705198E+02,6.919613144616364E+07,2.626761681257233E+00
2461042.500000000,A.D. 2026-Jan-02 00:00:00.0000,-2.927006956921092E+07,-6.288042598944089E+07,-2.454101673831835E+06,2.315018344825543E+02,6.940250399103411E+07,2.149905788920627E+00
2461043.500000000,A.D. 2026-Jan-03 00:00:00.0000,-2.625973418502008E+07,-6.435793769714342E+07,-2.850952759037353E+06,2.320524095304417E+02,6.956756223795375E+07,1.670516356356699E+00
2461044.500000000,A.D. 2026-Jan-04 00:00:00.0000,-2.317212631804541E+07,-6.564609720856091E+07,-3.239416827126842E+06,2.324645330730460E+02,6.969111376779075E+07,1.189200600097124E+00
2461045.500000000,A.D. 2026-Jan-05 00:00:00.0000,-2.001669502467846E+07,-6.674213836112382E+07,-3.618401154419940E+06,2.327377337654035E+02,6.977301727487992E+07,7.065359981958114E-01
2461046.500000000,A.D. 2026-Jan-06 00:00:00.0000,-1.680288379274505E+07,-6.764353930924571E+07,-3.986833494144678E+06,2.328717034773035E+02,6.981318038410796E+07,2.230791766949695E-01
2461047.500000000,A.D. 2026-Jan-07 00:00:00.0000,-1.354015242287300E+07,-6.834801064685328E+07,-4.343659098860186E+06,2.328662925269554E+02,6.981155822200300E+07,-2.606255025177416E-01
